# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-04-11 14:46:06 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12436000 FRANKLIN ROOSEVELT LAKE AT GRAND COULEE DAM, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12436000
#            TS   parameter     statistic     Description
#        149680       62614     32400     Lake or reservoir water surface elevation above NGVD 1929, feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	149680_62614_32400	149680_62614_32400_cd
USGS	12436000	1981-11-16	1288.20	A
USGS	12436000	1981-11-17	1288.30	A
USGS	12436000	1981-11-18	1288.60	A
USGS	12436000	1981-11-19	1288.70	A
USGS	12436000	1981-11-20	1288.60	A
USGS	12436000	1981-11-21	1288.60	A
USGS	12436000	1981-11-22	1288.70	A
USGS	12436000	1981-11-23	1288.35	A
USGS	12436000	1981-11-24	1288.05	A
USGS	12436000	1981-11-25	1287.85	A
USGS	12436000	1981-11-26	1287.85	A
USGS	12436000	1981-11-27	1287.45	A
USGS	12436000	1981-11-28	1286.76	A
USGS	12436000	1981-11-29	1286.24	A
USGS	12436000	1981-11-30	1285.98	A
USGS	12436000	1981-12-01	1285.78	A
USGS	12436000	1981-12-02	1285.24	A
USGS	12436000	1981-12-03	1284.58	A
USGS	12436000	1981-12-04	1284.58	A
USGS	12436000	1981-12-05	1285.23	A
USGS	12436000	1981-12-06	1286.13	A
USGS	12436000	1981-12-07	1286.88	A
USGS	12436000	1981-12-08	1287.02	A
USGS	12436000	1981-12-09	1287.00	A
USGS	12436000	1981-12-10	1287.02	A
USGS	12436000	1981-12-11	1286.59	A
USGS	12436000	1981-12-12	1286.08	A
USGS	12436000	1981-12-13	1286.23	A
USGS	12436000	1981-12-14	1286.24	A
USGS	12436000	1981-12-15	1285.81	A
USGS	12436000	1981-12-16	1285.56	A
USGS	12436000	1981-12-17	1285.20	A
USGS	12436000	1981-12-18	1285.10	A
USGS	12436000	1981-12-19	1285.67	A
USGS	12436000	1981-12-20	1286.20	A
USGS	12436000	1981-12-21	1286.63	A
USGS	12436000	1981-12-22	1286.54	A
USGS	12436000	1981-12-23	1286.41	A
USGS	12436000	1981-12-24	1286.75	A
USGS	12436000	1981-12-25	1287.64	A
USGS	12436000	1981-12-26	1288.00	A
USGS	12436000	1981-12-27	1288.34	A
USGS	12436000	1981-12-28	1288.00	A
USGS	12436000	1981-12-29	1287.17	A
USGS	12436000	1981-12-30	1286.40	A
USGS	12436000	1981-12-31	1285.59	A
USGS	12436000	1982-01-01	1285.52	A
USGS	12436000	1982-01-02	1285.24	A
USGS	12436000	1982-01-03	1284.80	A
USGS	12436000	1982-01-04	1284.62	A
USGS	12436000	1982-01-05	1284.54	A
USGS	12436000	1982-01-06	1283.50	A
USGS	12436000	1982-01-07	1282.85	A
USGS	12436000	1982-01-08	1282.80	A
USGS	12436000	1982-01-09	1282.90	A
USGS	12436000	1982-01-10	1282.93	A
USGS	12436000	1982-01-11	1282.93	A
USGS	12436000	1982-01-12	1282.93	A
USGS	12436000	1982-01-13	1282.87	A
USGS	12436000	1982-01-14	1283.27	A
USGS	12436000	1982-01-15	1283.87	A
USGS	12436000	1982-01-16	1283.82	A
USGS	12436000	1982-01-17	1284.09	A
USGS	12436000	1982-01-18	1284.22	A
USGS	12436000	1982-01-19	1284.19	A
USGS	12436000	1982-01-20	1284.01	A
USGS	12436000	1982-01-21	1284.01	A
USGS	12436000	1982-01-22	1283.82	A
USGS	12436000	1982-01-23	1284.14	A
USGS	12436000	1982-01-24	1284.93	A
USGS	12436000	1982-01-25	1285.65	A
USGS	12436000	1982-01-26	1286.14	A
USGS	12436000	1982-01-27	1286.62	A
USGS	12436000	1982-01-28	1286.94	A
USGS	12436000	1982-01-29	1287.01	A
USGS	12436000	1982-01-30	1287.38	A
USGS	12436000	1982-01-31	1287.20	A
USGS	12436000	1982-02-01	1286.22	A
USGS	12436000	1982-02-02	1285.68	A
USGS	12436000	1982-02-03	1285.30	A
USGS	12436000	1982-02-04	1283.90	A
USGS	12436000	1982-02-05	1283.06	A
USGS	12436000	1982-02-06	1282.06	A
USGS	12436000	1982-02-07	1281.95	A
USGS	12436000	1982-02-08	1281.29	A
USGS	12436000	1982-02-09	1280.97	A
USGS	12436000	1982-02-10	1280.22	A
USGS	12436000	1982-02-11	1279.39	A
USGS	12436000	1982-02-12	1279.00	A
USGS	12436000	1982-02-13	1278.90	A
USGS	12436000	1982-02-14	1279.91	A
USGS	12436000	1982-02-15	1280.47	A
USGS	12436000	1982-02-16	1281.69	A
USGS	12436000	1982-02-17	1282.09	A
USGS	12436000	1982-02-18	1280.81	A
USGS	12436000	1982-02-19	1280.78	A
USGS	12436000	1982-02-20	1280.92	A
USGS	12436000	1982-02-21	1281.41	A
USGS	12436000	1982-02-22	1281.69	A
USGS	12436000	1982-02-23	1281.87	A
USGS	12436000	1982-02-24	1281.17	A
USGS	12436000	1982-02-25	1279.70	A
USGS	12436000	1982-02-26	1278.30	A
USGS	12436000	1982-02-27	1276.89	A
USGS	12436000	1982-02-28	1275.39	A
USGS	12436000	1982-03-01	1274.00	A
USGS	12436000	1982-03-02	1272.55	A
USGS	12436000	1982-03-03	1271.05	A
USGS	12436000	1982-03-04	1269.73	A
USGS	12436000	1982-03-05	1268.18	A
USGS	12436000	1982-03-06	1266.73	A
USGS	12436000	1982-03-07	1265.32	A
USGS	12436000	1982-03-08	1263.76	A
USGS	12436000	1982-03-09	1262.79	A
USGS	12436000	1982-03-10	1261.07	A
USGS	12436000	1982-03-11	1259.50	A
USGS	12436000	1982-03-12	1258.10	A
USGS	12436000	1982-03-13	1256.60	A
USGS	12436000	1982-03-14	1255.10	A
USGS	12436000	1982-03-15	1253.60	A
USGS	12436000	1982-03-16	1252.10	A
USGS	12436000	1982-03-17	1250.60	A
USGS	12436000	1982-03-18	1249.10	A
USGS	12436000	1982-03-19	1247.70	A
USGS	12436000	1982-03-20	1246.28	A
USGS	12436000	1982-03-21	1244.70	A
USGS	12436000	1982-03-22	1243.25	A
USGS	12436000	1982-03-23	1241.85	A
USGS	12436000	1982-03-24	1240.40	A
USGS	12436000	1982-03-25	1238.90	A
USGS	12436000	1982-03-26	1237.40	A
USGS	12436000	1982-03-27	1235.90	A
USGS	12436000	1982-03-28	1234.40	A
USGS	12436000	1982-03-29	1232.90	A
USGS	12436000	1982-03-30	1231.40	A
USGS	12436000	1982-03-31	1229.90	A
USGS	12436000	1982-04-01	1228.40	A
USGS	12436000	1982-04-02	1226.90	A
USGS	12436000	1982-04-03	1225.40	A
USGS	12436000	1982-04-04	1224.00	A
USGS	12436000	1982-04-05	1222.50	A
USGS	12436000	1982-04-06	1221.60	A
USGS	12436000	1982-04-07	1220.60	A
USGS	12436000	1982-04-08	1219.20	A
USGS	12436000	1982-04-09	1218.20	A
USGS	12436000	1982-04-10	1217.40	A
USGS	12436000	1982-04-11	1216.70	A
USGS	12436000	1982-04-12	1215.30	A
USGS	12436000	1982-04-13	1214.02	A
USGS	12436000	1982-04-14	1212.40	A
USGS	12436000	1982-04-15	1212.01	A
USGS	12436000	1982-04-16	1211.75	A
USGS	12436000	1982-04-17	1211.97	A
USGS	12436000	1982-04-18	1211.72	A
USGS	12436000	1982-04-19	1211.71	A
USGS	12436000	1982-04-20	1211.12	A
USGS	12436000	1982-04-21	1211.32	A
USGS	12436000	1982-04-22	1211.37	A
USGS	12436000	1982-04-23	1211.57	A
USGS	12436000	1982-04-24	1211.57	A
USGS	12436000	1982-04-25	1212.32	A
USGS	12436000	1982-04-26	1213.12	A
USGS	12436000	1982-04-27	1214.13	A
USGS	12436000	1982-04-28	1215.15	A
USGS	12436000	1982-04-29	1216.00	A
USGS	12436000	1982-04-30	1216.75	A
USGS	12436000	1982-05-01	1216.60	A
USGS	12436000	1982-05-02	1215.95	A
USGS	12436000	1982-05-03	1215.50	A
USGS	12436000	1982-05-04	1215.20	A
USGS	12436000	1982-05-05	1215.60	A
USGS	12436000	1982-05-06	1216.10	A
USGS	12436000	1982-05-07	1216.65	A
USGS	12436000	1982-05-08	1216.20	A
USGS	12436000	1982-05-09	1216.00	A
USGS	12436000	1982-05-10	1216.50	A
USGS	12436000	1982-05-11	1217.40	A
USGS	12436000	1982-05-12	1218.70	A
USGS	12436000	1982-05-13	1220.10	A
USGS	12436000	1982-05-14	1220.85	A
USGS	12436000	1982-05-15	1221.75	A
USGS	12436000	1982-05-16	1222.80	A
USGS	12436000	1982-05-17	1223.90	A
USGS	12436000	1982-05-18	1224.90	A
USGS	12436000	1982-05-19	1226.05	A
USGS	12436000	1982-05-20	1227.30	A
USGS	12436000	1982-05-21	1229.00	A
USGS	12436000	1982-05-22	1230.70	A
USGS	12436000	1982-05-23	1232.70	A
USGS	12436000	1982-05-24	1234.75	A
USGS	12436000	1982-05-25	1237.15	A
USGS	12436000	1982-05-26	1240.00	A
USGS	12436000	1982-05-27	1243.00	A
USGS	12436000	1982-05-28	1245.30	A
USGS	12436000	1982-05-29	1247.20	A
USGS	12436000	1982-05-30	1249.10	A
USGS	12436000	1982-05-31	1250.75	A
USGS	12436000	1982-06-01	1252.35	A
USGS	12436000	1982-06-02	1254.10	A
USGS	12436000	1982-06-03	1255.80	A
USGS	12436000	1982-06-04	1257.35	A
USGS	12436000	1982-06-05	1258.55	A
USGS	12436000	1982-06-06	1260.05	A
USGS	12436000	1982-06-07	1260.90	A
USGS	12436000	1982-06-08	1261.95	A
USGS	12436000	1982-06-09	1262.45	A
USGS	12436000	1982-06-10	1262.80	A
USGS	12436000	1982-06-11	1263.25	A
USGS	12436000	1982-06-12	1264.05	A
USGS	12436000	1982-06-13	1265.15	A
USGS	12436000	1982-06-14	1266.45	A
USGS	12436000	1982-06-15	1267.95	A
USGS	12436000	1982-06-16	1269.45	A
USGS	12436000	1982-06-17	1271.00	A
USGS	12436000	1982-06-18	1272.80	A
USGS	12436000	1982-06-19	1275.05	A
USGS	12436000	1982-06-20	1277.25	A
USGS	12436000	1982-06-21	1278.84	A
USGS	12436000	1982-06-22	1279.93	A
USGS	12436000	1982-06-23	1280.58	A
USGS	12436000	1982-06-24	1281.10	A
USGS	12436000	1982-06-25	1281.88	A
USGS	12436000	1982-06-26	1282.62	A
USGS	12436000	1982-06-27	1283.44	A
USGS	12436000	1982-06-28	1283.88	A
USGS	12436000	1982-06-29	1283.85	A
USGS	12436000	1982-06-30	1284.02	A
USGS	12436000	1982-07-01	1284.50	A
USGS	12436000	1982-07-02	1285.39	A
USGS	12436000	1982-07-03	1286.60	A
USGS	12436000	1982-07-04	1287.48	A
USGS	12436000	1982-07-05	1287.83	A
USGS	12436000	1982-07-06	1287.87	A
USGS	12436000	1982-07-07	1287.48	A
USGS	12436000	1982-07-08	1287.09	A
USGS	12436000	1982-07-09	1286.87	A
USGS	12436000	1982-07-10	1287.22	A
USGS	12436000	1982-07-11	1287.34	A
USGS	12436000	1982-07-12	1287.34	A
USGS	12436000	1982-07-13	1287.00	A
USGS	12436000	1982-07-14	1286.95	A
USGS	12436000	1982-07-15	1287.04	A
USGS	12436000	1982-07-16	1287.22	A
USGS	12436000	1982-07-17	1287.54	A
USGS	12436000	1982-07-18	1287.65	A
USGS	12436000	1982-07-19	1287.91	A
USGS	12436000	1982-07-20	1287.80	A
USGS	12436000	1982-07-21	1287.89	A
USGS	12436000	1982-07-22	1287.83	A
USGS	12436000	1982-07-23	1287.69	A
USGS	12436000	1982-07-24	1288.15	A
USGS	12436000	1982-07-25	1288.92	A
USGS	12436000	1982-07-26	1289.18	A
USGS	12436000	1982-07-27	1288.99	A
USGS	12436000	1982-07-28	1288.65	A
USGS	12436000	1982-07-29	1288.36	A
USGS	12436000	1982-07-30	1288.75	A
USGS	12436000	1982-07-31	1289.23	A
USGS	12436000	1982-08-01	1289.56	A
USGS	12436000	1982-08-02	1289.88	A
USGS	12436000	1982-08-03	1289.88	A
USGS	12436000	1982-08-04	1289.77	A
USGS	12436000	1982-08-05	1289.93	A
USGS	12436000	1982-08-06	1289.70	A
USGS	12436000	1982-08-07	1289.44	A
USGS	12436000	1982-08-08	1289.13	A
USGS	12436000	1982-08-09	1288.75	A
USGS	12436000	1982-08-10	1288.85	A
USGS	12436000	1982-08-11	1289.05	A
USGS	12436000	1982-08-12	1289.11	A
USGS	12436000	1982-08-13	1289.31	A
USGS	12436000	1982-08-14	1289.50	A
USGS	12436000	1982-08-15	1289.56	A
USGS	12436000	1982-08-16	1289.60	A
USGS	12436000	1982-08-17	1289.18	A
USGS	12436000	1982-08-18	1288.81	A
USGS	12436000	1982-08-19	1288.36	A
USGS	12436000	1982-08-20	1288.00	A
USGS	12436000	1982-08-21	1288.17	A
USGS	12436000	1982-08-22	1288.17	A
USGS	12436000	1982-08-23	1287.98	A
USGS	12436000	1982-08-24	1287.99	A
USGS	12436000	1982-08-25	1287.74	A
USGS	12436000	1982-08-26	1287.63	A
USGS	12436000	1982-08-27	1287.42	A
USGS	12436000	1982-08-28	1287.78	A
USGS	12436000	1982-08-29	1288.24	A
USGS	12436000	1982-08-30	1288.43	A
USGS	12436000	1982-08-31	1288.60	A
USGS	12436000	1982-09-01	1288.64	A
USGS	12436000	1982-09-02	1288.79	A
USGS	12436000	1982-09-03	1289.11	A
USGS	12436000	1982-09-04	1289.44	A
USGS	12436000	1982-09-05	1289.45	A
USGS	12436000	1982-09-06	1289.23	A
USGS	12436000	1982-09-07	1289.26	A
USGS	12436000	1982-09-08	1289.00	A
USGS	12436000	1982-09-09	1288.22	A
USGS	12436000	1982-09-10	1288.24	A
USGS	12436000	1982-09-11	1288.62	A
USGS	12436000	1982-09-12	1289.10	A
USGS	12436000	1982-09-13	1289.20	A
USGS	12436000	1982-09-14	1289.26	A
USGS	12436000	1982-09-15	1289.19	A
USGS	12436000	1982-09-16	1288.19	A
USGS	12436000	1982-09-17	1287.33	A
USGS	12436000	1982-09-18	1286.93	A
USGS	12436000	1982-09-19	1286.75	A
USGS	12436000	1982-09-20	1286.63	A
USGS	12436000	1982-09-21	1286.49	A
USGS	12436000	1982-09-22	1286.43	A
USGS	12436000	1982-09-23	1286.89	A
USGS	12436000	1982-09-24	1287.57	A
USGS	12436000	1982-09-25	1288.08	A
USGS	12436000	1982-09-26	1288.65	A
USGS	12436000	1982-09-27	1288.93	A
USGS	12436000	1982-09-28	1289.38	A
USGS	12436000	1982-09-29	1289.62	A
USGS	12436000	1982-09-30	1289.43	A
USGS	12436000	1982-10-01	1289.13	A
USGS	12436000	1982-10-02	1289.01	A
USGS	12436000	1982-10-03	1289.30	A
USGS	12436000	1982-10-04	1289.31	A
USGS	12436000	1982-10-05	1289.41	A
USGS	12436000	1982-10-06	1289.31	A
USGS	12436000	1982-10-07	1289.04	A
USGS	12436000	1982-10-08	1288.98	A
USGS	12436000	1982-10-09	1289.08	A
USGS	12436000	1982-10-10	1289.28	A
USGS	12436000	1982-10-11	1289.05	A
USGS	12436000	1982-10-12	1288.77	A
USGS	12436000	1982-10-13	1288.14	A
USGS	12436000	1982-10-14	1287.82	A
USGS	12436000	1982-10-15	1287.34	A
USGS	12436000	1982-10-16	1287.40	A
USGS	12436000	1982-10-17	1287.62	A
USGS	12436000	1982-10-18	1287.32	A
USGS	12436000	1982-10-19	1287.27	A
USGS	12436000	1982-10-20	1286.76	A
USGS	12436000	1982-10-21	1286.55	A
USGS	12436000	1982-10-22	1286.50	A
USGS	12436000	1982-10-23	1287.28	A
USGS	12436000	1982-10-24	1288.32	A
USGS	12436000	1982-10-25	1288.64	A
USGS	12436000	1982-10-26	1288.77	A
USGS	12436000	1982-10-27	1289.24	A
USGS	12436000	1982-10-28	1289.36	A
USGS	12436000	1982-10-29	1289.36	A
USGS	12436000	1982-10-30	1289.41	A
USGS	12436000	1982-10-31	1289.36	A
USGS	12436000	1982-11-01	1288.67	A
USGS	12436000	1982-11-02	1287.82	A
USGS	12436000	1982-11-03	1287.46	A
USGS	12436000	1982-11-04	1287.25	A
USGS	12436000	1982-11-05	1287.00	A
USGS	12436000	1982-11-06	1287.01	A
USGS	12436000	1982-11-07	1286.68	A
USGS	12436000	1982-11-08	1286.25	A
USGS	12436000	1982-11-09	1285.70	A
USGS	12436000	1982-11-10	1285.54	A
USGS	12436000	1982-11-11	1285.23	A
USGS	12436000	1982-11-12	1284.84	A
USGS	12436000	1982-11-13	1284.70	A
USGS	12436000	1982-11-14	1284.70	A
USGS	12436000	1982-11-15	1284.30	A
USGS	12436000	1982-11-16	1284.20	A
USGS	12436000	1982-11-17	1284.25	A
USGS	12436000	1982-11-18	1284.10	A
USGS	12436000	1982-11-19	1284.62	A
USGS	12436000	1982-11-20	1284.90	A
USGS	12436000	1982-11-21	1284.90	A
USGS	12436000	1982-11-22	1284.37	A
USGS	12436000	1982-11-23	1283.73	A
USGS	12436000	1982-11-24	1282.85	A
USGS	12436000	1982-11-25	1282.52	A
USGS	12436000	1982-11-26	1282.25	A
USGS	12436000	1982-11-27	1281.93	A
USGS	12436000	1982-11-28	1281.70	A
USGS	12436000	1982-11-29	1281.53	A
USGS	12436000	1982-11-30	1281.53	A
USGS	12436000	1982-12-01	1282.10	A
USGS	12436000	1982-12-02	1282.79	A
USGS	12436000	1982-12-03	1283.68	A
USGS	12436000	1982-12-04	1284.60	A
USGS	12436000	1982-12-05	1285.38	A
USGS	12436000	1982-12-06	1285.80	A
USGS	12436000	1982-12-07	1286.05	A
USGS	12436000	1982-12-08	1286.22	A
USGS	12436000	1982-12-09	1286.28	A
USGS	12436000	1982-12-10	1286.21	A
USGS	12436000	1982-12-11	1287.05	A
USGS	12436000	1982-12-12	1287.52	A
USGS	12436000	1982-12-13	1287.49	A
USGS	12436000	1982-12-14	1287.31	A
USGS	12436000	1982-12-15	1287.45	A
USGS	12436000	1982-12-16	1287.34	A
USGS	12436000	1982-12-17	1287.44	A
USGS	12436000	1982-12-18	1287.62	A
USGS	12436000	1982-12-19	1287.32	A
USGS	12436000	1982-12-20	1286.68	A
USGS	12436000	1982-12-21	1286.22	A
USGS	12436000	1982-12-22	1286.39	A
USGS	12436000	1982-12-23	1286.59	A
USGS	12436000	1982-12-24	1286.52	A
USGS	12436000	1982-12-25	1286.60	A
USGS	12436000	1982-12-26	1286.04	A
USGS	12436000	1982-12-27	1285.14	A
USGS	12436000	1982-12-28	1284.45	A
USGS	12436000	1982-12-29	1283.41	A
USGS	12436000	1982-12-30	1282.38	A
USGS	12436000	1982-12-31	1281.83	A
USGS	12436000	1983-01-01	1281.35	A
USGS	12436000	1983-01-02	1280.70	A
USGS	12436000	1983-01-03	1280.29	A
USGS	12436000	1983-01-04	1280.25	A
USGS	12436000	1983-01-05	1280.65	A
USGS	12436000	1983-01-06	1281.86	A
USGS	12436000	1983-01-07	1284.11	A
USGS	12436000	1983-01-08	1285.88	A
USGS	12436000	1983-01-09	1287.74	A
USGS	12436000	1983-01-10	1288.52	A
USGS	12436000	1983-01-11	1289.47	A
USGS	12436000	1983-01-12	1289.71	A
USGS	12436000	1983-01-13	1289.91	A
USGS	12436000	1983-01-14	1289.71	A
USGS	12436000	1983-01-15	1289.69	A
USGS	12436000	1983-01-16	1289.74	A
USGS	12436000	1983-01-17	1289.70	A
USGS	12436000	1983-01-18	1289.62	A
USGS	12436000	1983-01-19	1289.54	A
USGS	12436000	1983-01-20	1289.30	A
USGS	12436000	1983-01-21	1289.33	A
USGS	12436000	1983-01-22	1289.27	A
USGS	12436000	1983-01-23	1288.96	A
USGS	12436000	1983-01-24	1288.91	A
USGS	12436000	1983-01-25	1288.81	A
USGS	12436000	1983-01-26	1288.92	A
USGS	12436000	1983-01-27	1289.02	A
USGS	12436000	1983-01-28	1288.99	A
USGS	12436000	1983-01-29	1289.50	A
USGS	12436000	1983-01-30	1289.76	A
USGS	12436000	1983-01-31	1290.04	A
USGS	12436000	1983-02-01	1289.96	A
USGS	12436000	1983-02-02	1289.67	A
USGS	12436000	1983-02-03	1289.16	A
USGS	12436000	1983-02-04	1288.73	A
USGS	12436000	1983-02-05	1287.58	A
USGS	12436000	1983-02-06	1286.47	A
USGS	12436000	1983-02-07	1285.75	A
USGS	12436000	1983-02-08	1285.11	A
USGS	12436000	1983-02-09	1284.65	A
USGS	12436000	1983-02-10	1284.27	A
USGS	12436000	1983-02-11	1284.57	A
USGS	12436000	1983-02-12	1284.76	A
USGS	12436000	1983-02-13	1285.23	A
USGS	12436000	1983-02-14	1285.45	A
USGS	12436000	1983-02-15	1285.86	A
USGS	12436000	1983-02-16	1286.91	A
USGS	12436000	1983-02-17	1287.61	A
USGS	12436000	1983-02-18	1288.22	A
USGS	12436000	1983-02-19	1289.91	A
USGS	12436000	1983-02-20	1289.76	A
USGS	12436000	1983-02-21	1289.44	A
USGS	12436000	1983-02-22	1289.39	A
USGS	12436000	1983-02-23	1286.99	A
USGS	12436000	1983-02-24	1285.74	A
USGS	12436000	1983-02-25	1284.33	A
USGS	12436000	1983-02-26	1283.21	A
USGS	12436000	1983-02-27	1282.21	A
USGS	12436000	1983-02-28	1281.11	A
USGS	12436000	1983-03-01	1279.69	A
USGS	12436000	1983-03-02	1278.29	A
USGS	12436000	1983-03-03	1276.86	A
USGS	12436000	1983-03-04	1275.48	A
USGS	12436000	1983-03-05	1274.41	A
USGS	12436000	1983-03-06	1273.08	A
USGS	12436000	1983-03-07	1271.80	A
USGS	12436000	1983-03-08	1270.38	A
USGS	12436000	1983-03-09	1269.31	A
USGS	12436000	1983-03-10	1269.32	A
USGS	12436000	1983-03-11	1269.42	A
USGS	12436000	1983-03-12	1269.01	A
USGS	12436000	1983-03-13	1268.46	A
USGS	12436000	1983-03-14	1267.35	A
USGS	12436000	1983-03-15	1265.92	A
USGS	12436000	1983-03-16	1264.36	A
USGS	12436000	1983-03-17	1262.96	A
USGS	12436000	1983-03-18	1261.75	A
USGS	12436000	1983-03-19	1260.32	A
USGS	12436000	1983-03-20	1258.86	A
USGS	12436000	1983-03-21	1257.43	A
USGS	12436000	1983-03-22	1255.90	A
USGS	12436000	1983-03-23	1254.43	A
USGS	12436000	1983-03-24	1252.95	A
USGS	12436000	1983-03-25	1251.29	A
USGS	12436000	1983-03-26	1249.96	A
USGS	12436000	1983-03-27	1248.42	A
USGS	12436000	1983-03-28	1246.82	A
USGS	12436000	1983-03-29	1245.41	A
USGS	12436000	1983-03-30	1244.45	A
USGS	12436000	1983-03-31	1243.24	A
USGS	12436000	1983-04-01	1242.16	A
USGS	12436000	1983-04-02	1241.66	A
USGS	12436000	1983-04-03	1240.90	A
USGS	12436000	1983-04-04	1240.03	A
USGS	12436000	1983-04-05	1238.59	A
USGS	12436000	1983-04-06	1237.83	A
USGS	12436000	1983-04-07	1236.30	A
USGS	12436000	1983-04-08	1235.09	A
USGS	12436000	1983-04-09	1233.69	A
USGS	12436000	1983-04-10	1232.44	A
USGS	12436000	1983-04-11	1231.31	A
USGS	12436000	1983-04-12	1230.24	A
USGS	12436000	1983-04-13	1229.13	A
USGS	12436000	1983-04-14	1228.11	A
USGS	12436000	1983-04-15	1227.27	A
USGS	12436000	1983-04-16	1227.09	A
USGS	12436000	1983-04-17	1226.83	A
USGS	12436000	1983-04-18	1225.86	A
USGS	12436000	1983-04-19	1224.74	A
USGS	12436000	1983-04-20	1223.40	A
USGS	12436000	1983-04-21	1222.08	A
USGS	12436000	1983-04-22	1220.85	A
USGS	12436000	1983-04-23	1219.95	A
USGS	12436000	1983-04-24	1218.57	A
USGS	12436000	1983-04-25	1219.01	A
USGS	12436000	1983-04-26	1219.21	A
USGS	12436000	1983-04-27	1219.05	A
USGS	12436000	1983-04-28	1219.27	A
USGS	12436000	1983-04-29	1219.07	A
USGS	12436000	1983-04-30	1219.06	A
USGS	12436000	1983-05-01	1219.03	A
USGS	12436000	1983-05-02	1219.11	A
USGS	12436000	1983-05-03	1219.22	A
USGS	12436000	1983-05-04	1219.52	A
USGS	12436000	1983-05-05	1219.28	A
USGS	12436000	1983-05-06	1219.69	A
USGS	12436000	1983-05-07	1220.23	A
USGS	12436000	1983-05-08	1221.53	A
USGS	12436000	1983-05-09	1221.61	A
USGS	12436000	1983-05-10	1222.04	A
USGS	12436000	1983-05-11	1221.87	A
USGS	12436000	1983-05-12	1222.09	A
USGS	12436000	1983-05-13	1222.88	A
USGS	12436000	1983-05-14	1222.99	A
USGS	12436000	1983-05-15	1224.05	A
USGS	12436000	1983-05-16	1224.77	A
USGS	12436000	1983-05-17	1224.96	A
USGS	12436000	1983-05-18	1225.47	A
USGS	12436000	1983-05-19	1226.13	A
USGS	12436000	1983-05-20	1226.85	A
USGS	12436000	1983-05-21	1228.05	A
USGS	12436000	1983-05-22	1228.97	A
USGS	12436000	1983-05-23	1230.40	A
USGS	12436000	1983-05-24	1231.95	A
USGS	12436000	1983-05-25	1234.10	A
USGS	12436000	1983-05-26	1236.60	A
USGS	12436000	1983-05-27	1239.20	A
USGS	12436000	1983-05-28	1241.86	A
USGS	12436000	1983-05-29	1244.35	A
USGS	12436000	1983-05-30	1247.48	A
USGS	12436000	1983-05-31	1250.87	A
USGS	12436000	1983-06-01	1253.93	A
USGS	12436000	1983-06-02	1255.91	A
USGS	12436000	1983-06-03	1257.88	A
USGS	12436000	1983-06-04	1259.73	A
USGS	12436000	1983-06-05	1261.17	A
USGS	12436000	1983-06-06	1262.23	A
USGS	12436000	1983-06-07	1263.00	A
USGS	12436000	1983-06-08	1263.70	A
USGS	12436000	1983-06-09	1264.40	A
USGS	12436000	1983-06-10	1265.50	A
USGS	12436000	1983-06-11	1267.05	A
USGS	12436000	1983-06-12	1268.30	A
USGS	12436000	1983-06-13	1269.20	A
USGS	12436000	1983-06-14	1269.95	A
USGS	12436000	1983-06-15	1270.90	A
USGS	12436000	1983-06-16	1271.70	A
USGS	12436000	1983-06-17	1272.85	A
USGS	12436000	1983-06-18	1274.50	A
USGS	12436000	1983-06-19	1276.15	A
USGS	12436000	1983-06-20	1277.20	A
USGS	12436000	1983-06-21	1278.20	A
USGS	12436000	1983-06-22	1278.90	A
USGS	12436000	1983-06-23	1279.60	A
USGS	12436000	1983-06-24	1280.10	A
USGS	12436000	1983-06-25	1280.75	A
USGS	12436000	1983-06-26	1281.55	A
USGS	12436000	1983-06-27	1282.25	A
USGS	12436000	1983-06-28	1283.20	A
USGS	12436000	1983-06-29	1284.55	A
USGS	12436000	1983-06-30	1285.30	A
USGS	12436000	1983-07-01	1285.90	A
USGS	12436000	1983-07-02	1287.25	A
USGS	12436000	1983-07-03	1288.55	A
USGS	12436000	1983-07-04	1289.50	A
USGS	12436000	1983-07-05	1289.80	A
USGS	12436000	1983-07-06	1289.55	A
USGS	12436000	1983-07-07	1289.30	A
USGS	12436000	1983-07-08	1289.25	A
USGS	12436000	1983-07-09	1289.40	A
USGS	12436000	1983-07-10	1289.65	A
USGS	12436000	1983-07-11	1289.36	A
USGS	12436000	1983-07-12	1288.72	A
USGS	12436000	1983-07-13	1288.00	A
USGS	12436000	1983-07-14	1288.36	A
USGS	12436000	1983-07-15	1289.20	A
USGS	12436000	1983-07-16	1288.72	A
USGS	12436000	1983-07-17	1288.65	A
USGS	12436000	1983-07-18	1289.04	A
USGS	12436000	1983-07-19	1289.38	A
